"species";"obs_id";"obs_letter";"metric";"quadrat1";"quadrat2";"quadrat3";"quadrat4";"quadrat5";"quadrat6";"quadrat7";"quadrat8";"quadrat9";"quadrat10"
"SCAATR";"experimenter";"experimenter";"height_B2";"33,9";"7,7";"19,9";"10";"4,8";"47";"8,8";"1,7";"17,4";"29,9"
"SCAATR";"experimenter";"experimenter";"height_E2";"9,8";"1,6";"32,1";"5,9";"18,3";"11,4";"10,6";"7,6";"8,1";"19,2"
"SCAATR";"experimenter";"experimenter";"height_H2";"1,6";"24,8";"18,8";"16,9";"24,9";"12,2";"5,3";"18,7";"17,2";"32,5"
"SCAATR";"experimenter";"experimenter";"height_B5";"13,9";"23,2";"12,2";"14,4";"23,2";"23,6";"16,1";"5,4";"26,8";"31,5"
"SCAATR";"experimenter";"experimenter";"height_E5";"30,6";"5,4";"8,4";"8,5";"24,3";"3,7";"22,4";"31,1";"12,4";"19,7"
"SCAATR";"experimenter";"experimenter";"height_H5";"11,9";"22";"12,9";"22,8";"12,8";"23,9";"21,5";"16,2";"4,9";"17,3"
"SCAATR";"experimenter";"experimenter";"height_B8";"28,5";"11,3";"17,5";"52,3";"14";"21,5";"4,8";"12,9";"35,5";"28,7"
"SCAATR";"experimenter";"experimenter";"height_E8";"0,9";"6,1";"18,9";"25,2";"14,6";"27,6";"7,4";"26,3";"12,9";"13,6"
"SCAATR";"experimenter";"experimenter";"height_H8";"13";"11";"12,1";"16,3";"23,8";"12,1";"19";"55,5";"6,9";"10,6"
"SCAATR";"obs_urcs";"A";"count_30s";"6";"55";"0";"108";"27";"17";"220";"0";"85";"17"
"SCAATR";"obs_urcs";"A";"count_1m";"4";"55";"0";"214";"35";"23";"274";"0";"139";"21"
"SCAATR";"obs_urcs";"A";"counting_time_1m";"60";"90";"40";"230";"73";"76";"223";"33";"150";"84"
"SCAATR";"obs_urcs";"A";"count_cells";"7";"66";"0";"261";"47";"26";"313";"0";"163";"28"
"SCAATR";"obs_urcs";"A";"counting_time_cells";"202";"565";"109";"1023";"573";"549";"1002";"109";"889";"549"
"SCAATR";"obs_aswy";"C";"count_30s";"10";"40";"0";"110";"50";"15";"150";"0";"100";"20"
"SCAATR";"obs_aswy";"C";"count_1m";"7";"57";"0";"155";"45";"27";"289";"0";"147";"26"
"SCAATR";"obs_aswy";"C";"counting_time_1m";"48";"69";"19";"243";"68";"109";"600";"33";"240";"61"
"SCAATR";"obs_aswy";"C";"count_cells";"7";"61";"0";"251";"48";"27";"316";"0";"151";"26"
"SCAATR";"obs_aswy";"C";"counting_time_cells";"335";"472";"197";"1565";"591";"480";"825";"174";"848";"376"
"SCAATR";"obs_okss";"E";"count_30s";"3";"40";"0";"100";"26";"8";"250";"0";"100";"17"
"SCAATR";"obs_okss";"E";"count_1m";"6";"61";"0";"213";"34";"25";"30";"0";"123";"23"
"SCAATR";"obs_okss";"E";"counting_time_1m";"59";"90";"35";"407";"61";"254";"356";"69";"186";"78"
"SCAATR";"obs_okss";"E";"count_cells";"4";"68";"0";"252";"44";"28";"306";"0";"147";"29"
"SCAATR";"obs_okss";"E";"counting_time_cells";"214";"495";"104";"1163";"565";"631";"990";"68";"1130";"430"
"SCAATR";"obs_zjcj";"G";"count_30s";"5";"50";"0";"60";"25";"11";"80";"0";"55";"16"
"SCAATR";"obs_zjcj";"G";"count_1m";"7";"47";"0";"107";"38";"32";"174";"0";"74";"24"
"SCAATR";"obs_zjcj";"G";"counting_time_1m";"26";"39";"17";"97";"45";"42";"119";"29";"64";"36"
"SCAATR";"obs_zjcj";"G";"count_cells";"8";"64";"0";"223";"39";"29";"308";"0";"142";"24"
"SCAATR";"obs_zjcj";"G";"counting_time_cells";"128";"230";"23";"818";"283";"155";"559";"30";"593";"175"
"SCAATR";"obs_dawu";"B";"count_30s";"7";"55";"0";"115";"32";"8";"140";"0";"46";"20"
"SCAATR";"obs_dawu";"B";"count_1m";"6";"56";"0";"156";"39";"18";"188";"0";"109";"19"
"SCAATR";"obs_dawu";"B";"counting_time_1m";"90";"90";"84";"125";"84";"70";"100";"74";"120";"83"
"SCAATR";"obs_dawu";"B";"count_cells";"6";"65";"0";"249";"48";"26";"304";"0";"136";"25"
"SCAATR";"obs_dawu";"B";"counting_time_cells";"250";"403";"390";"1550";"720";"631";"963";"122";"1273";"505"
"SCAATR";"obs_pspx";"I";"count_30s";"4";"38";"0";"38";"18";"11";"110";"0";"45";"20"
"SCAATR";"obs_pspx";"I";"count_1m";"7";"58";"0";"129";"36";"22";"251";"0";"106";"19"
"SCAATR";"obs_pspx";"I";"counting_time_1m";"92";"121";"120";"211";"90";"120";"231";"120";"133";"105"
"SCAATR";"obs_pspx";"I";"count_cells";"7";"66";"0";"229";"47";"33";"303";"0";"140";"24"
"SCAATR";"obs_pspx";"I";"counting_time_cells";"310";"690";"125";"216";"570";"780";"935";"168";"1455";"410"
"SHEARV";"experimenter";"experimenter";"vegetation_cover";"76";"83";"85";"77";"86";"92";"92";"86";"84";"74"
"SHEARV";"experimenter";"experimenter";"height_max";"31,9";"32,4";"24,3";"24,1";"26,4";"25,4";"18,7";"23,5";"35,6";"22,5"
"SHEARV";"experimenter";"experimenter";"count_TRUE";"50";"118";"10";"131";"18";"68";"16";"15";"39";"32"
"SHEARV";"experimenter";"experimenter";"occupied_cells_TRUE";"36";"57";"9";"49";"14";"44";"7";"13";"31";"21"
"SHEARV";"experimenter";"experimenter";"height_B2";"3,7";"6,4";"1,5";"6,4";"20,6";"13,6";"15,1";"3,1";"8,2";"0"
"SHEARV";"experimenter";"experimenter";"height_E2";"2,4";"0,7";"11,4";"3,4";"6,9";"6,2";"9,4";"8,2";"9,3";"5,1"
"SHEARV";"experimenter";"experimenter";"height_H2";"4,4";"8,4";"2,2";"1,6";"6,5";"10,9";"7,4";"2,9";"17";"12,7"
"SHEARV";"experimenter";"experimenter";"height_B5";"19";"10,9";"7,6";"7,5";"3,5";"13,5";"9,9";"13";"5,5";"5,9"
"SHEARV";"experimenter";"experimenter";"height_E5";"5,7";"4,8";"1,1";"4,5";"2,5";"13";"3,4";"7,5";"4,8";"0"
"SHEARV";"experimenter";"experimenter";"height_H5";"2,5";"5,1";"8,8";"6,5";"7,4";"7,9";"8,8";"9,9";"4,9";"4,8"
"SHEARV";"experimenter";"experimenter";"height_B8";"0";"7";"7,1";"6,3";"8";"3";"11,9";"5,3";"8,5";"6,3"
"SHEARV";"experimenter";"experimenter";"height_E8";"0";"5,3";"6,2";"3,7";"2,2";"6";"15,5";"2,9";"10,1";"0,8"
"SHEARV";"experimenter";"experimenter";"height_H8";"4,6";"5,8";"7,3";"7,5";"6,4";"10,5";"10,2";"13,4";"7,2";"7,3"
"SHEARV";"obs_wpdy";"A";"count_30s";"10";"1";"30";"8";"12";"50";"2";"2";"7";"4"
"SHEARV";"obs_wpdy";"A";"count_1m";"26";"66";"4";"71";"12";"43";"9";"6";"18";"21"
"SHEARV";"obs_wpdy";"A";"counting_time_1m";"210";"420";"180";"600";"210";"300";"210";"210";"420";"300"
"SHEARV";"obs_wpdy";"A";"count_cells";"30";"98";"2";"83";"15";"42";"3";"7";"27";"7"
"SHEARV";"obs_wpdy";"A";"counting_time_cells";"483";"1660";"245";"1090";"410";"1025";"195";"240";"1400";"210"
"SHEARV";"obs_nbeb";"C";"count_30s";"15";"30";"0";"30";"10";"10";"5";"5";"5";"7"
"SHEARV";"obs_nbeb";"C";"count_1m";"24";"47";"3";"67";"9";"29";"7";"6";"24";"21"
"SHEARV";"obs_nbeb";"C";"counting_time_1m";"180";"177";"198";"230";"240";"157";"189";"138";"251";"169"
"SHEARV";"obs_nbeb";"C";"count_cells";"32";"68";"3";"73";"9";"35";"8";"5";"13";"14"
"SHEARV";"obs_nbeb";"C";"counting_time_cells";"517";"1022";"278";"1095";"387";"770";"574";"344";"541";"440"
"SHEARV";"obs_raux";"E";"count_30s";"13";"11";"0";"45";"7";"11";"2";"4";"3";"7"
"SHEARV";"obs_raux";"E";"count_1m";"33";"87";"6";"143";"16";"41";"12";"8";"25";"26"
"SHEARV";"obs_raux";"E";"counting_time_1m";"300";"420";"270";"360";"240";"360";"270";"340";"290";"340"
"SHEARV";"obs_raux";"E";"count_cells";"32";"74";"4";"116";"17";"38";"11";"6";"24";"17"
"SHEARV";"obs_raux";"E";"counting_time_cells";"520";"730";"600";"900";"640";"725";"725";"520";"556";"600"
"SHEARV";"obs_fdod";"G";"count_30s";"6";"7";"1";"11";"5";"3";"3";"1";"3";"4"
"SHEARV";"obs_fdod";"G";"count_1m";"11";"30";"2";"48";"6";"21";"6";"3";"5";"3"
"SHEARV";"obs_fdod";"G";"counting_time_1m";"150";"197";"120";"660";"420";"635";"480";"220";"350";"205"
"SHEARV";"obs_fdod";"G";"count_cells";"21";"78";"2";"74";"15";"34";"4";"3";"23";"11"
"SHEARV";"obs_fdod";"G";"counting_time_cells";"525";"1324";"592";"1215";"602";"855";"370";"420";"900";"610"
"SHEARV";"obs_cpof";"B";"count_30s";"7";"30";"0";"40";"10";"10";"4";"3";"3";"2"
"SHEARV";"obs_cpof";"B";"count_1m";NA;NA;NA;"76";NA;"13";"8";"2";"17";NA
"SHEARV";"obs_cpof";"B";"counting_time_1m";"160";"290";"120";"320";"157";"124";"139";"200";"130";"276"
"SHEARV";"obs_cpof";"B";"count_cells";"25";"66";"1";"92";"8";"20";"7";"4";"11";"7"
"SHEARV";"obs_cpof";"B";"counting_time_cells";"505";"732";"240";"1290";"290";"550";"320";"321";"485";"315"
"SHEARV";"obs_gyoc";"I";"count_30s";"10";"9";"1";"17";"5";"12";"1";"1";"8";"2"
"SHEARV";"obs_gyoc";"I";"count_1m";"26";"48";"3";"71";"9";"3";"3";"7";"15";"12"
"SHEARV";"obs_gyoc";"I";"counting_time_1m";"178";"265";"190";"324";"219";"190";"217";"236";"269";"186"
"SHEARV";"obs_gyoc";"I";"count_cells";"30";"68";"3";"75";"14";"26";"2";"7";"18";"13"
"SHEARV";"obs_gyoc";"I";"counting_time_cells";"438";"540";"219";"504";"398";"535";"135";"269";"251";"334"
"VERCHA";"experimenter";"experimenter";"vegetation_cover";"92";"95";"87";"95";"94";"98";"94";"97";"94";"95"
"VERCHA";"experimenter";"experimenter";"height_max";"56,7";"50,2";"62,6";"41,8";"48,2";"49,2";"43,8";"62,2";"53,3";"47"
"VERCHA";"experimenter";"experimenter";"count_TRUE";"45";"70";"13";"179";"127";"58";"93";"3";"95";"22"
"VERCHA";"experimenter";"experimenter";"occupied_cells_TRUE";"34";"49";"4";"75";"58";"42";"38";"2";"44";"18"
"VERCHA";"experimenter";"experimenter";"height_B2";"5,4";"18,9";"25,9";"35,6";"36,4";"11,4";"7,1";"21,4";"8";"25,9"
"VERCHA";"experimenter";"experimenter";"height_E2";"44,8";"11,7";"21,7";"25";"11,5";"9,5";"8,7";"16,5";"17,1";"16,3"
"VERCHA";"experimenter";"experimenter";"height_H2";"13,5";"16,8";"32,3";"22,9";"22,4";"16,4";"25";"11,4";"9,1";"20,6"
"VERCHA";"experimenter";"experimenter";"height_B5";"13";"26,9";"21,8";"28,1";"17,3";"4,6";"10,2";"17";"9";"13"
"VERCHA";"experimenter";"experimenter";"height_E5";"17,1";"21,7";"7,8";"21,2";"39,9";"12,4";"6,3";"12,6";"9,2";"14,2"
"VERCHA";"experimenter";"experimenter";"height_H5";"13,6";"24,3";"21,2";"27,3";"1,6";"7,1";"13,2";"14,2";"6,4";"25,7"
"VERCHA";"experimenter";"experimenter";"height_B8";"16,5";"13,6";"18,6";"36,4";"8,3";"16,7";"6,6";"16,1";"16,7";"18,4"
"VERCHA";"experimenter";"experimenter";"height_E8";"5,2";"16,4";"18,7";"9";"11,9";"19,6";"5,1";"15,5";"11,3";"4,7"
"VERCHA";"experimenter";"experimenter";"height_H8";"5,1";"18,4";"25,4";"5,2";"9,6";"4";"4,6";"15,8";"15,5";"6,8"
"VERCHA";"obs_gvxj";"A";"count_30s";"19";"24";"7";"20";"16";"3";"16";"0";"14";"5"
"VERCHA";"obs_gvxj";"A";"count_1m";"20";"40";"4";"61";NA;"7";"36";"0";"34";"23"
"VERCHA";"obs_gvxj";"A";"counting_time_1m";"129";"164";"106";"186";"93";"96";"120";"130";"104";"120"
"VERCHA";"obs_gvxj";"A";"count_cells";"38";"55";"3";"125";"90";"35";"55";"3";"51";"14"
"VERCHA";"obs_gvxj";"A";"counting_time_cells";"677";"848";"353";"1445";"898";"930";"615";"429";"625";"319"
"VERCHA";"obs_lhdt";"C";"count_30s";"17";"30";"7";"36";"15";"9";"18";"0";"18";"4"
"VERCHA";"obs_lhdt";"C";"count_1m";"30";"43";"4";"51";"25";"15";"27";"1";"24";"10"
"VERCHA";"obs_lhdt";"C";"counting_time_1m";"115";"137";"110";"210";"170";"124";"120";"50";"114";"105"
"VERCHA";"obs_lhdt";"C";"count_cells";"33";"51";"4";"120";"75";"28";"52";"2";"54";"17"
"VERCHA";"obs_lhdt";"C";"counting_time_cells";"560";"550";"320";"2000";"914";"818";"591";"221";"600";"370"
"VERCHA";"obs_khjz";"E";"count_30s";"20";"30";"6";"25";"20";"4";"20";"0";"15";"5"
"VERCHA";"obs_khjz";"E";"count_1m";"23";"40";"5";"32";"31";"7";"28";"1";"32";"6"
"VERCHA";"obs_khjz";"E";"counting_time_1m";"110";"90";"60";"85";"95";"70";"85";"70";"64";"60"
"VERCHA";"obs_khjz";"E";"count_cells";"35";"54";"11";"140";"99";"20";"82";"1";"64";"11"
"VERCHA";"obs_khjz";"E";"counting_time_cells";"600";"691";"316";"1587";"1370";"330";"1096";"283";"599";"350"
"VERCHA";"obs_zyls";"G";"count_30s";"21";"25";"6";"40";"42";"8";"39";"0";"17";"5"
"VERCHA";"obs_zyls";"G";"count_1m";"37";"40";"9";"80";"41";"14";"42";"0";"38";"10"
"VERCHA";"obs_zyls";"G";"counting_time_1m";"130";"101";"164";"180";"265";"166";"184";"240";"150";"124"
"VERCHA";"obs_zyls";"G";"count_cells";"41";"60";"7";"124";"91";"47";"61";"2";"62";"19"
"VERCHA";"obs_zyls";"G";"counting_time_cells";"1008";"1128";"793";"1418";"728";"701";"580";"710";"779";"1028"
"VERCHA";"obs_vypj";"I";"count_30s";"12";"14";"2";"16";"14";"1";"10";"0";"8";"3"
"VERCHA";"obs_vypj";"I";"count_1m";"31";"47";"4";"83";"44";"13";"37";"2";"34";"8"
"VERCHA";"obs_vypj";"I";"counting_time_1m";"116";"148";"86";"267";"186";"58";"143";"54";"105";"70"
"VERCHA";"obs_vypj";"I";"count_cells";"37";"67";"9";"132";"97";"53";"81";"3";"71";"20"
"VERCHA";"obs_vypj";"I";"counting_time_cells";"970";"1225";"345";"1070";"862";"690";"802";"316";"662";"560"
